index,Name,Smiles,standard_smiles,selfies,inchi,inchikey
82,CEFUROXIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,[C][O][/N][=C][Branch2][Ring2][Branch1][\C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Branch1][Branch2][C][O][C][Branch1][C][N][=O][C][S][C@H1][Ring1][P][Ring1][=C][C][=C][C][=C][O][Ring1][Branch1],"InChI=1S/C16H16N4O8S/c1-26-19-9(8-3-2-4-27-8)12(21)18-10-13(22)20-11(15(23)24)7(5-28-16(17)25)6-29-14(10)20/h2-4,10,14H,5-6H2,1H3,(H2,17,25)(H,18,21)(H,23,24)/b19-9-/t10-,14-/m1/s1",JFPVXVDWJQMJEE-IZRZKJBUSA-N
83,PENAMECILLIN,CC(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1(C)C,CC(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1(C)C,[C][C][=Branch1][C][=O][O][C][O][C][=Branch1][C][=O][C@@H1][N][C][=Branch1][C][=O][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Ring1][#C][S][C][Ring2][Ring1][C][Branch1][C][C][C],"InChI=1S/C19H22N2O6S/c1-11(22)26-10-27-18(25)15-19(2,3)28-17-14(16(24)21(15)17)20-13(23)9-12-7-5-4-6-8-12/h4-8,14-15,17H,9-10H2,1-3H3,(H,20,23)/t14-,15+,17-/m1/s1",NLOOMWLTUVBWAW-HLLBOEOZSA-N
84,SULFAMERAZINE,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,[C][C][=C][C][=N][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=N][Ring1][P],"InChI=1S/C11H12N4O2S/c1-8-6-7-13-11(14-8)15-18(16,17)10-4-2-9(12)3-5-10/h2-7H,12H2,1H3,(H,13,14,15)",QPPBRPIAZZHUNT-UHFFFAOYSA-N
85,TRIMETHOPRIM,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,[C][O][C][=C][C][Branch1][=C][C][C][=C][N][=C][Branch1][C][N][N][=C][Ring1][#Branch1][N][=C][C][Branch1][Ring1][O][C][=C][Ring1][P][O][C],"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)",IEDVJHCEMCRBQM-UHFFFAOYSA-N
86,CLOXACILLIN,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,[C][C][O][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=Ring1][N][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C@@H1][Ring1][Branch1][S][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring1][#Branch1][C][=Branch1][C][=O][O],"InChI=1S/C19H18ClN3O5S/c1-8-11(12(22-28-8)9-6-4-5-7-10(9)20)15(24)21-13-16(25)23-14(18(26)27)19(2,3)29-17(13)23/h4-7,13-14,17H,1-3H3,(H,21,24)(H,26,27)/t13-,14+,17-/m1/s1",LQOLIRLGBULYKD-JKIFEVAISA-N
87,LEFAMULIN,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,[C][=C][C@][Branch1][C][C][C][C@@H1][Branch2][Ring1][Ring2][O][C][=Branch1][C][=O][C][S][C@@H1][C][C][C@@H1][Branch1][C][N][C][C@H1][Ring1][#Branch1][O][C@][Branch1][C][C][C@H1][Branch1][C][C][C][C][C@][Branch1][N][C][C][C][=Branch1][C][=O][C@H1][Ring1][=Branch1][Ring1][N][C@@H1][Branch1][C][C][C@@H1][Ring2][Ring1][S][O],"InChI=1S/C28H45NO5S/c1-6-26(4)14-22(34-23(32)15-35-21-8-7-18(29)13-20(21)31)27(5)16(2)9-11-28(17(3)25(26)33)12-10-19(30)24(27)28/h6,16-18,20-22,24-25,31,33H,1,7-15,29H2,2-5H3/t16-,17+,18-,20-,21-,22-,24+,25+,26-,27+,28+/m1/s1",KPVIXBKIJXZQJX-FCEONZPQSA-N
88,CEFDINIR,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,[C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][/C][=Branch1][Ring1][=N][\O][C][=C][S][C][Branch1][C][N][=N][Ring1][=Branch1][C@H1][Ring1][P][S][C][Ring2][Ring1][Branch2],"InChI=1S/C14H13N5O5S2/c1-2-5-3-25-12-8(11(21)19(12)9(5)13(22)23)17-10(20)7(18-24)6-4-26-14(15)16-6/h2,4,8,12,24H,1,3H2,(H2,15,16)(H,17,20)(H,22,23)/b18-7-/t8-,12-/m1/s1",RTXOFQZKPXMALH-GHXIOONMSA-N
89,MOXIFLOXACIN,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,[C][O][C][=C][Branch1][=C][N][C][C@@H1][C][C][C][N][C@@H1][Ring1][=Branch1][C][Ring1][=Branch2][C][Branch1][C][F][=C][C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][Ring2][Ring1][O][=Ring1][=N],"InChI=1S/C21H24FN3O4/c1-29-20-17-13(19(26)14(21(27)28)9-25(17)12-4-5-12)7-15(22)18(20)24-8-11-3-2-6-23-16(11)10-24/h7,9,11-12,16,23H,2-6,8,10H2,1H3,(H,27,28)/t11-,16+/m0/s1",FABPRXSRWADJSP-MEDUHNTESA-N
90,PIPERACILLIN,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,[C][C][N][C][C][N][Branch2][Ring2][S][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][#C][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C@@H1][Ring1][Branch1][S][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring1][#Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring2][Ring1][P][=O],"InChI=1S/C23H27N5O7S/c1-4-26-10-11-27(19(32)18(26)31)22(35)25-13(12-8-6-5-7-9-12)16(29)24-14-17(30)28-15(21(33)34)23(2,3)36-20(14)28/h5-9,13-15,20H,4,10-11H2,1-3H3,(H,24,29)(H,25,35)(H,33,34)/t13-,14-,15+,20-/m1/s1",IVBHGBMCVLDMKU-GXNBUGAJSA-N
91,TELAVANCIN,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,[C][C][C][C][C][C][C][C][C][C][N][C][C][N][C@@][Branch1][C][C][C][C@H1][Branch2][N][P][O][C@H1][C@H1][Branch2][O][N][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][C@@H1][Branch1][C][O][C@@H1][Branch1][P][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@H1][Ring2][Ring2][Ring2][C][=Branch1][C][=O][N][C@H1][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][O][=C][Branch1][N][C][N][C][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch1][C][O][=C][Ring1][#C][C][=C][C][Ring2][Ring1][=C][=C][C][=C][Ring1][=Branch1][O][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][Branch2][C][Branch1][C][Cl][=C][Ring1][#Branch1][O][Ring2][#Branch1][Branch1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][#Branch1][S][O][O][C@@H1][Branch1][C][C][C@H1][Ring2][Branch2][#Branch2][O],"InChI=1S/C80H106Cl2N11O27P/c1-7-8-9-10-11-12-13-14-21-85-22-23-87-80(5)32-57(115-37(4)71(80)103)119-70-68(102)67(101)55(34-94)118-79(70)120-69-53-28-41-29-54(69)117-52-20-17-40(27-46(52)82)65(99)63-77(109)91-61(78(110)111)43-30-50(96)44(33-86-35-121(112,113)114)66(100)58(43)42-25-38(15-18-49(42)95)59(74(106)93-63)90-75(107)60(41)89-73(105)48(31-56(83)97)88-76(108)62(92-72(104)47(84-6)24-36(2)3)64(98)39-16-19-51(116-53)45(81)26-39/h15-20,25-30,36-37,47-48,55,57,59-65,67-68,70-71,79,84-87,94-96,98-103H,7-14,21-24,31-35H2,1-6H3,(H2,83,97)(H,88,108)(H,89,105)(H,90,107)(H,91,109)(H,92,104)(H,93,106)(H,110,111)(H2,112,113,114)/t37-,47+,48-,55+,57-,59+,60+,61-,62+,63-,64+,65+,67+,68-,70+,71+,79-,80-/m0/s1",ONUMZHGUFYIKPM-MXNFEBESSA-N
92,AZITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,[C][C][C@H1][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][#Branch1][O][C@H1][C][C@@][Branch1][C][C][Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][C][C][C][C@H1][Branch1][=Branch1][N][Branch1][C][C][C][C@H1][Ring1][#Branch2][O][C@][Branch1][C][C][Branch1][C][O][C][C@@H1][Branch1][C][C][C][N][Branch1][C][C][C@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@][Ring2][Ring2][S][Branch1][C][C][O],"InChI=1S/C38H72N2O12/c1-15-27-38(10,46)31(42)24(6)40(13)19-20(2)17-36(8,45)33(52-35-29(41)26(39(11)12)16-21(3)48-35)22(4)30(23(5)34(44)50-27)51-28-18-37(9,47-14)32(43)25(7)49-28/h20-33,35,41-43,45-46H,15-19H2,1-14H3/t20-,21-,22+,23-,24-,25+,26+,27-,28+,29-,30+,31-,32+,33-,35+,36-,37-,38-/m1/s1",MQTOSJVFKKJCRP-BICOPXKESA-N
93,SULFATHIAZOLE,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,[N][C][=C][C][=C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1][C][=C][Ring1][#C],"InChI=1S/C9H9N3O2S2/c10-7-1-3-8(4-2-7)16(13,14)12-9-11-5-6-15-9/h1-6H,10H2,(H,11,12)",JNMRHUJNCSQMMB-UHFFFAOYSA-N
94,SULFAMETER,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,[C][O][C][=C][N][=C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][N][=C][Ring1][P],"InChI=1S/C11H12N4O3S/c1-18-9-6-13-11(14-7-9)15-19(16,17)10-4-2-8(12)3-5-10/h2-7H,12H2,1H3,(H,13,14,15)",GPTONYMQFTZPKC-UHFFFAOYSA-N
95,PROCAINE BENZYLPENICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1,[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][#C][C@H1][Ring2][Ring1][Ring1][C][=Branch1][C][=O][O].[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],"InChI=1S/C16H18N2O4S.C13H20N2O2/c1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9;1-3-15(4-2)9-10-17-13(16)11-5-7-12(14)8-6-11/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22);5-8H,3-4,9-10,14H2,1-2H3/t11-,12+,14-;/m1./s1",WHRVRSCEWKLAHX-LQDWTQKMSA-N
96,DORIPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,[C][C@@H1][Branch1][C][O][C@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Branch2][Ring1][Branch1][S][C@@H1][C][N][C@H1][Branch1][O][C][N][S][Branch1][C][N][=Branch1][C][=O][=O][C][Ring1][O][C@H1][Branch1][C][C][C@H1][Ring2][Ring1][Branch2][Ring2][Ring1][Branch1],"InChI=1S/C15H24N4O6S2/c1-6-11-10(7(2)20)14(21)19(11)12(15(22)23)13(6)26-9-3-8(17-5-9)4-18-27(16,24)25/h6-11,17-18,20H,3-5H2,1-2H3,(H,22,23)(H2,16,24,25)/t6-,7-,8+,9+,10-,11-/m1/s1",AVAACINZEOAHHE-VFZPANTDSA-N
97,TALAMPICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21,[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][S][C@H1][Ring2][Ring1][Ring2][C][=Branch1][C][=O][O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],"InChI=1S/C24H23N3O6S/c1-24(2)17(22(31)33-23-14-11-7-6-10-13(14)21(30)32-23)27-19(29)16(20(27)34-24)26-18(28)15(25)12-8-4-3-5-9-12/h3-11,15-17,20,23H,25H2,1-2H3,(H,26,28)/t15-,16-,17+,20-,23?/m1/s1",SOROUYSPFADXSN-SUWVAFIASA-N
98,CEFONICID,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,[O][=C][Branch1][C][O][C][=C][Branch2][Ring1][Ring1][C][S][C][=N][N][=N][N][Ring1][Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][O][C][S][C@@H1][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][S][Ring1][S],"InChI=1S/C18H18N6O8S3/c25-13(9-4-2-1-3-5-9)14(26)19-11-15(27)24-12(17(28)29)10(6-33-16(11)24)7-34-18-20-21-22-23(18)8-35(30,31)32/h1-5,11,13,16,25H,6-8H2,(H,19,26)(H,28,29)(H,30,31,32)/t11-,13-,16-/m1/s1",DYAIAHUQIPBDIP-AXAPSJFSSA-N
99,CEFOTAXIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,[C][O][/N][=C][Branch2][Ring2][Branch1][\C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][C][S][C@H1][Ring1][P][Ring1][=C][C][=C][S][C][Branch1][C][N][=N][Ring1][=Branch1],"InChI=1S/C16H17N5O7S2/c1-6(22)28-3-7-4-29-14-10(13(24)21(14)11(7)15(25)26)19-12(23)9(20-27-2)8-5-30-16(17)18-8/h5,10,14H,3-4H2,1-2H3,(H2,17,18)(H,19,23)(H,25,26)/b20-9-/t10-,14-/m1/s1",GPRBEKHLDVQUJE-QSWIMTSFSA-N
100,CHLORTETRACYCLINE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,[C][N][Branch1][C][C][C@@H1][C][Branch1][C][O][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=Branch1][C][=O][C@@][Branch1][C][O][C][Branch1][C][O][=C][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C@@][Branch1][C][C][Branch1][C][O][C@H1][Ring1][#C][C][C@@H1][Ring2][Ring1][=C][Ring2][Ring1][Branch1],"InChI=1S/C22H23ClN2O8/c1-21(32)7-6-8-15(25(2)3)17(28)13(20(24)31)19(30)22(8,33)18(29)11(7)16(27)12-10(26)5-4-9(23)14(12)21/h4-5,7-8,15,26,28-29,32-33H,6H2,1-3H3,(H2,24,31)/t7-,8-,15-,21-,22-/m0/s1",CYDMQBQPVICBEU-XRNKAMNCSA-N
101,AZTREONAM,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,[C][C@H1][C@H1][Branch2][Ring1][P][N][C][=Branch1][C][=O][/C][=Branch1][#C][=N][\O][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][S][C][Branch1][C][N][=N][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O],"InChI=1S/C13H17N5O8S2/c1-5-7(10(20)18(5)28(23,24)25)16-9(19)8(6-4-27-12(14)15-6)17-26-13(2,3)11(21)22/h4-5,7H,1-3H3,(H2,14,15)(H,16,19)(H,21,22)(H,23,24,25)/b17-8-/t5-,7-/m0/s1",WZPBZJONDBGPKJ-VEHQQRBSSA-N
102,DELAFLOXACIN,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,[N][C][=N][C][Branch2][Ring2][O][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][#Branch2][N][C][C][Branch1][C][O][C][Ring1][Branch1][C][Branch1][C][Cl][=C][Ring1][=N][Ring2][Ring1][Branch1][=C][Branch1][C][F][C][=C][Ring2][Ring1][N][F],"InChI=1S/C18H12ClF3N4O4/c19-12-13-7(1-9(20)14(12)25-3-6(27)4-25)15(28)8(18(29)30)5-26(13)17-11(22)2-10(21)16(23)24-17/h1-2,5-6,27H,3-4H2,(H2,23,24)(H,29,30)",DYDCPNMLZGFQTM-UHFFFAOYSA-N
103,FOSFOMYCIN,C[C@@H]1O[C@@H]1P(=O)(O)O,C[C@@H]1O[C@@H]1P(=O)(O)O,[C][C@@H1][O][C@@H1][Ring1][Ring1][P][=Branch1][C][=O][Branch1][C][O][O],"InChI=1S/C3H7O4P/c1-2-3(7-2)8(4,5)6/h2-3H,1H3,(H2,4,5,6)/t2-,3+/m0/s1",YMDXZJFXQJVXBF-STHAYSLISA-N
104,GEMIFLOXACIN,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,[C][O][/N][=C][\C][N][Branch2][Ring1][P][C][=N][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Ring1][=N][C][C][C][Ring1][Ring1][C][C][Ring2][Ring1][#Branch1][C][N],"InChI=1S/C18H20FN5O4/c1-28-22-14-8-23(6-9(14)5-20)17-13(19)4-11-15(25)12(18(26)27)7-24(10-2-3-10)16(11)21-17/h4,7,9-10H,2-3,5-6,8,20H2,1H3,(H,26,27)/b22-14+",ZRCVYEYHRGVLOC-HYARGMPZSA-N
105,ENOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,[C][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][N][=C][Ring1][=N][Ring2][Ring1][Branch1],"InChI=1S/C15H17FN4O3/c1-2-19-8-10(15(22)23)12(21)9-7-11(16)14(18-13(9)19)20-5-3-17-4-6-20/h7-8,17H,2-6H2,1H3,(H,22,23)",IDYZIJYBMGIQMJ-UHFFFAOYSA-N
106,TROLEANDOMYCIN,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,[C][O][C@H1][C][C@H1][Branch2][#Branch1][Ring1][O][C@H1][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][#Branch2][O][C@@H1][O][C@H1][Branch1][C][C][C][C@H1][Branch1][=Branch1][N][Branch1][C][C][C][C@H1][Ring1][#Branch2][O][C][Branch1][C][C][=O][C@@H1][Branch1][C][C][C][C@@][Branch1][Branch1][C][O][Ring1][Ring1][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@@H1][Branch1][C][C][C@@H1][Branch1][C][C][O][C][=Branch1][C][=O][C@@H1][Ring2][Ring2][#Branch2][C][O][C@@H1][Branch1][C][C][C@@H1][Ring2][Branch1][Ring1][O][C][Branch1][C][C][=O],"InChI=1S/C41H67NO15/c1-19-17-41(18-49-41)38(46)23(5)34(53-27(9)43)21(3)25(7)52-39(47)24(6)35(56-32-16-31(48-14)36(26(8)51-32)54-28(10)44)22(4)33(19)57-40-37(55-29(11)45)30(42(12)13)15-20(2)50-40/h19-26,30-37,40H,15-18H2,1-14H3/t19-,20+,21-,22+,23+,24+,25+,26-,30-,31-,32-,33-,34-,35-,36-,37+,40-,41+/m0/s1",LQCLVBQBTUVCEQ-QTFUVMRISA-N
